"menu_pk","menu_uppk","menu_status","menu_p_type","menu_p_use","menu_level","menu_soft","menu_name","menu_title","menu_remark1","menu_page","menu_remark2","menu_url_path","menu_url_file","menu_url_para","menu_flag","menu_count"
"365","362","31","r","279","4","50","02_1.越南-勞動契約-看護工契約(9510越辦)","02_1.越南-勞動契約-看護工契約(9510越辦)","20170331需求","report_page","","../report_foms/reports/www/","e_j_8_02/e_j_8_02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","19"
"366","362","1","r","280","4","50","03.越南-勞動契約-養護機構契約(9510越辦)","03.越南-勞動契約-養護機構契約(9510越辦)","","report_page","","../report_foms/reports/www/","e_j_8_03/e_j_8_03.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","22"
"367","362","1","r","276","4","50","04.越南勞工至台灣定期工作文件審核申請書(9510越辦)","04.越南勞工至台灣定期工作文件審核申請書(9510越辦)","","report_page","","../report_foms/reports/www/","e_j_8_04/e_j_8_04.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","18"
"368","362","31","r","125","4","50","05.家庭看護工/幫儲直聘之薪資表","05.家庭看護工/幫儲直聘之薪資表","20170331需求","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_05.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","12"
"369","362","1","r","119","4","50","07.直聘授權書","07.直聘授權書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_07.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","16"
"370","362","1","r","278","4","50","07_1.越南-勞動契約-授權書(國外仲介)","07_1.越南-勞動契約-授權書(國外仲介)","","report_page","","../report_foms/reports/www/","e_j_8_07/e_j_8_07.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","21"
"371","362","1","r","120","4","50","08.切結及說明 函","08.切結及說明 函","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_08.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","13"
"372","362","1","r","372","4","50","08.越南-勞動契約-需求書(9510越辦)","08.越南-勞動契約-需求書(9510越辦)","","report_page","","../report_foms/reports/www/","e_j_8_08/e_j_8_08.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","34"
"373","362","1","r","139","4","50","09.勞資協議同意授權及負擔服務費切結書","09.勞資協議同意授權及負擔服務費切結書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_09.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","9"
"374","362","1","r","121","4","50","10.外國人確實了解就業服務法相關規定切結書","10.外國人確實了解就業服務法相關規定切結書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_10.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","24"
"375","362","1","r","126","4","50","11.外國人入國工作費用及工資切結書","11.外國人入國工作費用及工資切結書","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_j_8_11.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","12"
"376","295","1","x","0","3","50","09.越南-直聘中心文件2","09.越南-直聘中心文件2","","","","","#","","","0"
"377","376","1","r","281","4","50","03.越南-直聘中心文件-直聘勞動契約書-醫院/養護機構看護工","03.越南-直聘中心文件-直聘勞動契約書-醫院/養護機構看護工","","report_page","","../report_foms/reports/www/","e_j_9_03/e_j_9_03.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","8"
"378","376","1","r","228","4","50","06.直聘工廠工/營造工/機看構護工薪資表","06.直聘工廠工/營造工/機看構護工薪資表","","report_page","","../report_foms/reports/www/","e_j_9_06/e_j_9_06.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"379","376","1","r","373","4","50","07.越南-直聘中心文件-直聘授權書","07.越南-直聘中心文件-直聘授權書","","report_page","","../report_foms/reports/www/","e_j_9_07/e_j_9_07.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"380","376","1","r","183","4","50","08.越南-直聘中心文件-切結及說明函","08.越南-直聘中心文件-切結及說明函","","report_page","","../report_foms/reports/www/","e_j_9_08/e_j_9_08.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"381","376","1","r","374","4","50","09.勞資協議同意授權及負擔服務費切結書","09.勞資協議同意授權及負擔服務費切結書","","report_page","","../report_foms/reports/www/","e_j_9_09/e_j_9_09.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"382","376","1","r","375","4","50","10.外國人確實了解就業服務法相關規定切結書","10.外國人確實了解就業服務法相關規定切結書","","report_page","","../report_foms/reports/www/","e_j_9_10/e_j_9_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","19"
"383","376","1","r","277","4","50","11-1.外國人入國工作費用及工資切結書 (98.10.20啟用)","11-1.外國人入國工作費用及工資切結書 (98.10.20啟用)","","report_page","","../report_foms/report/sfoms/","e_j_9_11_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"384","295","1","x","0","3","50","10.越南認證文件","10.越南認證文件","","","","","#","","","0"
"385","384","1","x","0","4","50","A.雇主(透過台灣仲介及越南仲介)辦理引進越南勞工","A.雇主(透過台灣仲介及越南仲介)辦理引進越南勞工","","","","","#","","","0"
"386","385","1","r","343","5","50","01.文件審核申請書","01.文件審核申請書","","report_page","","../report_foms/report/sfoms/","e_j_10_a_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1844"
"387","385","1","r","346","5","50","02.授權書","02.授權書","","report_page","","../report_foms/report/sfoms/","e_j_10_a_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1702"
"388","385","1","r","348","5","50","03.需求書","03.需求書","","report_page","","../report_foms/report/sfoms/","e_j_10_a_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1715"
"389","385","1","r","347","5","50","04.家庭勞動契約","04.家庭勞動契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","177"
"390","385","1","r","350","5","50","05.養護機構、廠工契約","05.養護機構、廠工契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1834"
"391","384","1","x","0","4","50","B.雇主(無仲介公司服務)辦理直接重新招募原聘僱勞工","B.雇主(無仲介公司服務)辦理直接重新招募原聘僱勞工","","","","","#","","","0"
"392","391","1","r","390","5","50","01.文件審核申請書","01.文件審核申請書","","report_page","","../report_foms/report/sfoms/","e_j_10_b_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","16"
"393","391","1","r","391","5","50","02.授權書","02.授權書","","report_page","","../report_foms/report/sfoms/","e_j_10_b_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"394","391","1","r","392","5","50","03.保證書","03.保證書","","report_page","","../report_foms/report/sfoms/","e_j_10_b_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"395","391","1","r","393","5","50","04.家庭勞動契約","04.家庭勞動契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","25"
"396","391","1","r","394","5","50","05.養護機構、廠工契約","05.養護機構、廠工契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","28"
"397","384","1","x","0","4","50","C.雇主(透過台灣仲介服務)辦理重新原聘僱勞工","C.雇主(透過台灣仲介服務)辦理重新原聘僱勞工","","","","","#","","","0"
"398","397","1","r","320","5","50","01.文件審核申請書","01.文件審核申請書","","report_page","","../report_foms/report/sfoms/","e_j_10_c_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","9"
"399","397","1","r","322","5","50","02.授權書","02.授權書","","report_page","","../report_foms/report/sfoms/","e_j_10_c_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"400","397","1","r","323","5","50","03.保證書","03.保證書","","report_page","","../report_foms/report/sfoms/","e_j_10_c_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","7"
"401","397","1","r","321","5","50","04.家庭勞動契約","04.家庭勞動契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","13"
"402","397","1","r","349","5","50","05.養護機構、廠工契約","05.養護機構、廠工契約","","report_page","","../report_foms/report/sfoms/","e_j_10_a_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","30"
"403","384","1","x","0","4","50","D.雇主(透過越南人力供應公司)親自辦理引進越南勞工","D.雇主(透過越南人力供應公司)親自辦理引進越南勞工","","","","","#","","","0"
"404","295","1","r","290","3","50","12.外國人入國工作費用及工資切結書(英/印/泰/越)","12.外國人入國工作費用及工資切結書(英/印/泰/越)","","report_page","","../report_foms/reports/www/","e_j_12/e_j_12.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","99"
"405","102","1","x","0","2","50","J.送工服務本","J.送工服務本","","","","","#","","","0"
"406","405","1","x","0","3","50","B.送工本文件","B.送工本文件","","","","","#","","","0"
"407","406","1","r","301","4","50","01.萬通國際人力開發股份有限公司-服務卡(中印、泰、菲、越)","01.萬通國際人力開發股份有限公司-服務卡(中印、泰、菲、越)","","report_page","","../report_foms/report/sfoms/","e_j_b_01_inni.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","143"
"408","406","1","r","302","4","50","06.外籍勞工委託授權書(中英/中印/中泰/中越)","06.外籍勞工委託授權書(中英/中印/中泰/中越)","","report_page","","../report_foms/reports/www/","j_b_06/j_b_06.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","43"
"409","406","1","r","303","4","50","08.外籍勞工應付費用承諾書(中英/中印/中泰/中越)","08.外籍勞工應付費用承諾書(中英/中印/中泰/中越)","","report_page","","../report_foms/reports/www/","j_b_08/j_b_08.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","33"
"410","406","8","r","307","4","50","09_1.外籍勞工委託服務契約書(印/泰/菲/越)","09_1.外籍勞工委託服務契約書(印/泰/菲/越)","","report_page","","../report_foms/report/sfoms/","e_j_b_09i.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","130"
"411","406","1","r","308","4","50","10.薪資明細表(二聯)_印/泰/菲/越_薪資明細表(家庭類/機構類)","10.薪資明細表(二聯)_印/泰/菲/越_薪資明細表(家庭類/機構類)","","report_page","","../report_foms/reports/www/","j_b_10/j_b_10_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","39"
"412","406","1","r","309","4","50","12.緊急事件聯繫卡","12.緊急事件聯繫卡","","report_page","","../report_foms/report/sfoms/","e_j_b_12.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","93"
"413","406","1","r","249","4","50","14_1.標示指標 [印]","14_1.標示指標 [印]","","report_page","","../report_foms/reports/www/","j_b_14/j_b_14_1.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","18"
"414","406","1","r","249","4","50","14_2.標示指標 [泰]","14_2.標示指標 [泰]","","report_page","","../report_foms/reports/www/","j_b_14/j_b_14_2.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","9"
"415","406","1","r","249","4","50","14_3.標示指標 [菲]","14_3.標示指標 [菲]","","report_page","","../report_foms/reports/www/","j_b_14/j_b_14_3.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","8"
"416","406","1","r","249","4","50","14_4.標示指標 [越]","14_4.標示指標 [越]","","report_page","","../report_foms/reports/www/","j_b_14/j_b_14_4.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","8"
"417","406","1","r","250","4","50","15_1.垃圾分類表 [印]","15_1.垃圾分類表 [印]","","report_page","","../report_foms/reports/www/","j_b_15/j_b_15_1.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","9"
"418","406","1","r","250","4","50","15_2.垃圾分類表 [英]","15_2.垃圾分類表 [英]","","report_page","","../report_foms/reports/www/","j_b_15/j_b_15_2.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","3"
"419","406","1","r","250","4","50","15_3.垃圾分類表 [泰]","15_3.垃圾分類表 [泰]","","report_page","","../report_foms/reports/www/","j_b_15/j_b_15_3.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4"
"420","406","1","r","250","4","50","15_4.垃圾分類表 [越]","15_4.垃圾分類表 [越]","","report_page","","../report_foms/reports/www/","j_b_15/j_b_15_4.pdf","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","7"
"421","102","1","x","0","2","50","K.招募函英譯","K.招募函英譯","","","","","#","","","0"
"422","421","1","r","79","3","50","06.重招函-須附君入國引進許可函(女儲監護工2)-不可引進越勞","06.重招函-須附君入國引進許可函(女儲監護工2)-不可引進越勞","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_k_6.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","15"
